Order ID,Order Number,Order Created At,Customer ID,Line Items,Billing Address Country,Net (USD)
728749,#728749,17/6/22 21:53,132837,KodeKloud Monthly Subscription x1,CR,17.5
728758,#728758,17/6/22 22:04,675550,KodeKloud Professional Yearly x1,US,205.2
728764,#728764,17/6/22 22:07,468327,KodeKloud Monthly Subscription x1,IN,6.41
728782,#728782,17/6/22 22:10,681220,KodeKloud Monthly Subscription x1,NG,1
728803,#728803,17/6/22 22:12,403862,KodeKloud Professional Yearly x1,BR,78.34
728815,#728815,17/6/22 22:21,565820,KodeKloud Monthly Subscription x1,PH,35
728818,#728818,17/6/22 22:24,679492,KodeKloud Professional Yearly x1,GB,249.8
728833,#728833,17/6/22 22:31,681247,KodeKloud Professional Yearly x1,ES,215.13
728842,#728842,17/6/22 22:33,681277,KodeKloud Monthly Subscription x1,AT,36.69
728848,#728848,17/6/22 22:33,681256,KodeKloud Professional Yearly x1,US,205.2
728857,#728857,17/6/22 22:34,637927,KodeKloud Professional Yearly x1,SG,205.2
728863,#728863,17/6/22 22:35,473232,KodeKloud Professional Monthly x1,US,35
728875,#728875,17/6/22 22:42,629063,KodeKloud Monthly Subscription x1,IN,12.8
728911,#728911,17/6/22 23:16,675853,KodeKloud Professional Yearly x1,IN,69.07
728917,#728917,17/6/22 23:20,555924,KodeKloud Professional Yearly x1,NG,92.34
728926,#728926,17/6/22 23:26,616180,KodeKloud Professional Yearly x1,ES,214.62
728941,#728941,17/6/22 23:28,642538,KodeKloud Professional Yearly x1,KR,205.2
728947,#728947,17/6/22 23:28,286497,KodeKloud Monthly Subscription x1,SE,17.5
728950,#728950,17/6/22 23:29,376244,KodeKloud Monthly Subscription x1,GB,42.64
728953,#728953,17/6/22 23:34,426308,KodeKloud Professional Monthly x1,US,35
728962,#728962,17/6/22 23:37,681352,KodeKloud Professional Yearly x1,IN,69.01
728968,#728968,17/6/22 23:39,645430,KodeKloud Professional Yearly x1,IN,69.01
728974,#728974,17/6/22 23:39,105884,KodeKloud Professional Yearly x1,BY,205.2
728980,#728980,17/6/22 23:41,49639,KodeKloud Professional Yearly x1,IN,69.01
728995,#728995,17/6/22 23:50,303681,KodeKloud Professional Yearly x1,IN,69.07
729013,#729013,17/6/22 23:56,#N/A,KodeKloud Monthly Subscription x1,LB,17.5
729019,#729019,17/6/22 23:58,439874,KodeKloud Yearly Subscription x1,IN,49.88
729025,#729025,17/6/22 23:58,310461,KodeKloud Professional Yearly x1,IN,69.07
729031,#729031,17/6/22 23:59,286533,KodeKloud Monthly Subscription x1,US,17.5
729037,#729037,18/6/22 0:00,680206,KodeKloud Professional Yearly x1,US,205.2
729043,#729043,18/6/22 0:01,505935,KodeKloud Professional Yearly x1,US,205.2
729049,#729049,18/6/22 0:01,405956,KodeKloud Professional Monthly x1,US,35
729073,#729073,18/6/22 0:10,237759,KodeKloud Professional Yearly x1,IN,69.07
729079,#729079,18/6/22 0:12,239496,KodeKloud Monthly Subscription x1,PH,17.5
729106,#729106,18/6/22 0:40,681448,KodeKloud Professional Yearly x1,IN,69.13
729118,#729118,18/6/22 0:41,681451,KodeKloud Professional Yearly x1,IN,62.16
729127,#729127,18/6/22 0:45,619415,KodeKloud Professional Monthly x1,US,52.5
729139,#729139,18/6/22 0:46,280662,KodeKloud Monthly Subscription x1,IN,12.81
729154,#729154,18/6/22 1:10,181857,KodeKloud Monthly Subscription x1,US,17.5
729178,#729178,18/6/22 1:32,#N/A,KodeKloud Professional Monthly x1,US,35
729184,#729184,18/6/22 1:37,11575,KodeKloud Professional Yearly x1,SN,205.2
729193,#729193,18/6/22 1:42,82204,KodeKloud Professional Monthly x1,IN,17.29
729202,#729202,18/6/22 1:49,239610,KodeKloud Monthly Subscription x1,US,17.5
729223,#729223,18/6/22 2:11,476805,KodeKloud Monthly Subscription x1,CR,17.5
729226,#729226,18/6/22 2:13,604822,KodeKloud Professional Monthly x1,US,52.5
729235,#729235,18/6/22 2:26,425393,KodeKloud Professional Monthly x1,PK,9.75
729247,#729247,18/6/22 2:35,629435,KodeKloud Professional Monthly x1,IN,19.21
729268,#729268,18/6/22 3:00,681592,KodeKloud Professional Monthly x1,IN,19.21
729277,#729277,18/6/22 3:06,681619,KodeKloud Professional Yearly x1,CH,205.2
729283,#729283,18/6/22 3:07,59662,KodeKloud Monthly Subscription x1,BG,35
729289,#729289,18/6/22 3:08,115709,KodeKloud Professional Yearly x1,IN,69.1
729295,#729295,18/6/22 3:10,571454,KodeKloud Professional Yearly x1,IN,69.1
729304,#729304,18/6/22 3:17,618087,KodeKloud Monthly Subscription x1,IN,10.25
729331,#729331,18/6/22 3:35,618617,KodeKloud Professional Yearly x1,US,205.2
729340,#729340,18/6/22 3:49,381224,KodeKloud Professional Monthly x1,,35
729343,#729343,18/6/22 3:52,165876,KodeKloud Monthly Subscription x1,GB,21.37
729346,#729346,18/6/22 4:00,678004,KodeKloud Professional Yearly x1,US,205.2
729373,#729373,18/6/22 4:21,331683,KodeKloud Monthly Subscription x1,US,17.5
729388,#729388,18/6/22 4:28,426779,KodeKloud Monthly Subscription x1,SA,17.5
729391,#729391,18/6/22 4:28,187599,KodeKloud Monthly Subscription x1,FR,18.36
729394,#729394,18/6/22 4:34,624926,KodeKloud Professional Yearly x1,IN,69.13
729406,#729406,18/6/22 4:44,426917,KodeKloud Monthly Subscription x1,GB,21.37
729412,#729412,18/6/22 4:52,629609,KodeKloud Professional Monthly x1,US,52.5
729430,#729430,18/6/22 5:07,286806,KodeKloud Monthly Subscription x1,PK,2.39
729433,#729433,18/6/22 5:08,681727,KodeKloud Professional Yearly x1,IN,69.13
729439,#729439,18/6/22 5:11,681733,KodeKloud Professional Yearly x1,CA,207.17
729448,#729448,18/6/22 5:19,180618,KodeKloud Monthly Subscription x1,ES,18.37
729451,#729451,18/6/22 5:32,22676,KodeKloud Yearly Subscription x1,CA,149.63
729460,#729460,18/6/22 5:46,243201,KodeKloud Monthly Subscription x1,GB,21.39
729472,#729472,18/6/22 5:52,56065,KodeKloud Monthly Subscription x1,SV,35
729475,#729475,18/6/22 5:52,572519,KodeKloud Professional Yearly x1,US,184.68
729481,#729481,18/6/22 5:54,427010,KodeKloud Monthly Subscription x1,SN,17.5
729493,#729493,18/6/22 6:17,681772,KodeKloud Professional Yearly x1,AU,128.05
729502,#729502,18/6/22 6:31,420347,KodeKloud Monthly Subscription x1,NZ,11.05
729508,#729508,18/6/22 6:41,669616,KodeKloud Yearly Subscription x1,US,148.2
729538,#729538,18/6/22 7:52,519507,KodeKloud Monthly Subscription x1,US,17.5
729553,#729553,18/6/22 8:16,184605,KodeKloud Monthly Subscription x1,NZ,11.05
729559,#729559,18/6/22 8:21,109052,KodeKloud Monthly Subscription x1,US,17.5
729565,#729565,18/6/22 8:45,63592,KodeKloud Monthly Subscription x1,US,35
729568,#729568,18/6/22 8:53,570974,KodeKloud Monthly Subscription x1,US,35
729571,#729571,18/6/22 9:11,19471,KodeKloud Professional Monthly x1,US,35
729580,#729580,18/6/22 9:19,568868,KodeKloud Monthly Subscription x1,US,35
729583,#729583,18/6/22 9:21,664477,KodeKloud Professional Yearly x1,US,205.2
729589,#729589,18/6/22 9:28,477171,KodeKloud Professional Monthly x1,AU,27.04
729598,#729598,18/6/22 9:32,116138,KodeKloud Monthly Subscription x1,US,35
729610,#729610,18/6/22 9:44,5456,KodeKloud Yearly Subscription x1,US,74.1
729622,#729622,18/6/22 9:49,174867,KodeKloud Professional Yearly x1,IN,69.13
729628,#729628,18/6/22 10:01,260760,KodeKloud Monthly Subscription x1,GR,18.37
729631,#729631,18/6/22 10:08,679489,KodeKloud Professional Monthly x1,US,52.5
729646,#729646,18/6/22 10:19,297915,KodeKloud Professional Monthly x1,US,35
729649,#729649,18/6/22 10:28,232671,KodeKloud Monthly Subscription x1,US,17.5
729682,#729682,18/6/22 11:10,470091,KodeKloud Professional Monthly x1,US,35
729685,#729685,18/6/22 11:10,427334,KodeKloud Monthly Subscription x1,CR,17.5
729691,#729691,18/6/22 11:22,517434,KodeKloud Professional Yearly x1,IN,20.9
729697,#729697,18/6/22 11:47,379085,KodeKloud Monthly Subscription x1,FR,18.37
729712,#729712,18/6/22 12:13,571160,KodeKloud Monthly Subscription x1,US,35
729721,#729721,18/6/22 12:17,132870,KodeKloud Professional Yearly x1,IN,69.13
729730,#729730,18/6/22 12:26,427427,KodeKloud Professional Monthly x1,GB,42.79
729733,#729733,18/6/22 12:29,403742,KodeKloud Professional Yearly x1,US,205.2
729739,#729739,18/6/22 12:29,524667,KodeKloud Yearly Subscription x1,IN,49.92
729751,#729751,18/6/22 12:37,682060,KodeKloud Professional Yearly x1,IN,69.13
729766,#729766,18/6/22 13:02,477357,KodeKloud Professional Monthly x1,US,35
729772,#729772,18/6/22 13:13,68041,KodeKloud Professional Yearly x1,IN,69.13
729799,#729799,18/6/22 13:27,243249,KodeKloud Monthly Subscription x1,IN,6.41
729808,#729808,18/6/22 13:45,682096,KodeKloud Professional Yearly x1,IN,69.13
729817,#729817,18/6/22 13:49,2914,KodeKloud Professional Yearly x1,IN,69.13
729823,#729823,18/6/22 13:52,252009,KodeKloud Monthly Subscription x1,IN,12.81
729826,#729826,18/6/22 13:55,393671,KodeKloud Professional Monthly x1,RO,35
729838,#729838,18/6/22 14:15,287103,KodeKloud Monthly Subscription x1,AU,13.52
729841,#729841,18/6/22 14:19,205512,KodeKloud Professional Monthly x1,IN,12.81
729850,#729850,18/6/22 14:30,431303,KodeKloud Monthly Subscription x1,US,17.5
729856,#729856,18/6/22 14:36,584162,KodeKloud Monthly Subscription x1,IN,12.81
729874,#729874,18/6/22 15:00,473523,KodeKloud Monthly Subscription x1,NO,35
729877,#729877,18/6/22 15:00,151305,KodeKloud Professional Yearly x1,IN,34.56
729952,#729952,18/6/22 15:12,286719,KodeKloud Monthly Subscription x1,US,17.5
729955,#729955,18/6/22 15:16,179547,KodeKloud Monthly Subscription x1,SG,17.5
729958,#729958,18/6/22 15:18,38710,KodeKloud Professional Yearly x1,CH,205.2
729967,#729967,18/6/22 15:20,669694,KodeKloud Professional Yearly x1,CR,205.2
729988,#729988,18/6/22 15:31,402599,KodeKloud Professional Monthly x1,HU,35
730003,#730003,18/6/22 15:39,427796,KodeKloud Professional Monthly x1,US,35
730009,#730009,18/6/22 15:44,385982,KodeKloud Monthly Subscription x1,FR,18.37
730018,#730018,18/6/22 15:48,617817,KodeKloud Yearly Subscription x1,CZ,148.2
730030,#730030,18/6/22 16:02,480192,KodeKloud Monthly Subscription x1,IN,6.41
730039,#730039,18/6/22 16:07,46465,KodeKloud Professional Yearly x1,IN,69.14
730051,#730051,18/6/22 16:14,643798,KodeKloud Yearly Subscription x1,CN,96.39
730075,#730075,18/6/22 16:33,504345,KodeKloud Monthly Subscription x1,IN,12.81
730081,#730081,18/6/22 16:39,147243,KodeKloud Professional Yearly x1,PK,51.41
730087,#730087,18/6/22 16:45,298128,KodeKloud Professional Monthly x1,RS,35
730090,#730090,18/6/22 16:48,48499,KodeKloud Monthly Subscription x1,GB,21.39
730132,#730132,18/6/22 17:15,440669,KodeKloud Monthly Subscription x1,DE,18.37
730141,#730141,18/6/22 17:23,566321,KodeKloud Professional Yearly x1,ES,215.38
730162,#730162,18/6/22 17:37,587378,KodeKloud Professional Yearly x1,US,205.2
730168,#730168,18/6/22 17:37,682309,KodeKloud Professional Yearly x1,IN,69.13
730180,#730180,18/6/22 17:39,518979,KodeKloud Monthly Subscription x1,ZA,35
730186,#730186,18/6/22 17:43,621725,KodeKloud Monthly Subscription x1,PH,35
730216,#730216,18/6/22 18:14,666817,KodeKloud Professional Yearly x1,HK,205.2
730231,#730231,18/6/22 18:25,677278,KodeKloud Professional Yearly x1,SG,205.2
730237,#730237,18/6/22 18:25,325998,KodeKloud Monthly Subscription x1,DZ,17.5
730240,#730240,18/6/22 18:26,396071,KodeKloud Professional Yearly x1,DE,215.38
730252,#730252,18/6/22 18:35,236988,KodeKloud Monthly Subscription x1,NL,18.37
730255,#730255,18/6/22 18:42,221775,KodeKloud Monthly Subscription x1,DE,18.37
730264,#730264,18/6/22 18:49,640252,KodeKloud Professional Yearly x1,FR,215.38
730270,#730270,18/6/22 18:55,170583,KodeKloud Professional Yearly x1,IN,7.83
730315,#730315,18/6/22 19:42,335766,KodeKloud Monthly Subscription x1,LU,18.37
730321,#730321,18/6/22 19:51,680983,KodeKloud Yearly Subscription x1,IN,49.92
730327,#730327,18/6/22 19:54,678919,KodeKloud Professional Yearly x1,IN,69.13
730342,#730342,18/6/22 20:05,240825,KodeKloud Monthly Subscription x1,CH,35
730348,#730348,18/6/22 20:15,24307,KodeKloud Monthly Subscription x1,JP,28
730360,#730360,18/6/22 20:26,682492,KodeKloud Monthly Subscription x1,ZA,35
730366,#730366,18/6/22 20:30,682495,KodeKloud Yearly Subscription x1,IN,49.92
730378,#730378,18/6/22 20:39,434423,KodeKloud Professional Monthly x1,ZA,52.5
730387,#730387,18/6/22 20:44,44659,KodeKloud Professional Monthly x1,IN,12.81
730402,#730402,18/6/22 20:50,240507,KodeKloud Monthly Subscription x1,AU,13.52
730411,#730411,18/6/22 20:53,682516,KodeKloud Professional Yearly x1,IN,69.13
730417,#730417,18/6/22 20:54,680521,KodeKloud Monthly Subscription x1,IN,12.81
730426,#730426,18/6/22 20:58,616627,KodeKloud Monthly Subscription x1,PL,35
730438,#730438,18/6/22 21:11,373391,KodeKloud Monthly Subscription x1,TH,17.5
730444,#730444,18/6/22 21:11,477366,KodeKloud Monthly Subscription x1,SG,17.5
730447,#730447,18/6/22 21:12,330996,KodeKloud Monthly Subscription x1,NL,18.37
730456,#730456,18/6/22 21:19,61315,KodeKloud Professional Yearly x1,NG,102.6
730462,#730462,18/6/22 21:20,112253,KodeKloud Professional Yearly x1,IN,69.13
730468,#730468,18/6/22 21:27,143220,KodeKloud Monthly Subscription x1,LK,35
730474,#730474,18/6/22 21:30,428459,KodeKloud Monthly Subscription x1,IN,12.81
730489,#730489,18/6/22 21:48,79327,KodeKloud Professional Monthly x1,,35
730528,#730528,18/6/22 22:19,106457,KodeKloud Monthly Subscription x1,PL,35
730579,#730579,18/6/22 22:46,630917,KodeKloud Monthly Subscription x1,MY,22.49
730585,#730585,18/6/22 22:48,351107,KodeKloud Professional Yearly x1,AE,205.2
730597,#730597,18/6/22 22:54,682639,KodeKloud Professional Yearly x1,CA,207.26
730609,#730609,18/6/22 23:03,468789,KodeKloud Monthly Subscription x1,US,35
730612,#730612,18/6/22 23:04,284097,KodeKloud Monthly Subscription x1,US,35
730618,#730618,18/6/22 23:04,263043,KodeKloud Yearly Subscription x1,FR,155.55
730639,#730639,18/6/22 23:17,592292,KodeKloud Professional Yearly x1,IN,69.13
730657,#730657,18/6/22 23:19,404888,KodeKloud Monthly Subscription x1,GB,42.79
730669,#730669,18/6/22 23:22,303897,KodeKloud Professional Monthly x1,DE,36.74
730693,#730693,18/6/22 23:34,682594,KodeKloud Professional Yearly x1,IN,69.13
730702,#730702,18/6/22 23:37,227034,KodeKloud Monthly Subscription x1,IN,6.41
730714,#730714,18/6/22 23:53,276900,KodeKloud Professional Yearly x1,US,205.2
730729,#730729,19/6/22 0:10,208005,KodeKloud Monthly Subscription x1,IL,17.5
730765,#730765,19/6/22 0:42,682195,KodeKloud Professional Yearly x1,US,205.2
730780,#730780,19/6/22 0:49,66670,KodeKloud Monthly Subscription x1,AE,35
730804,#730804,19/6/22 1:15,58888,KodeKloud Monthly Subscription x1,US,35
730810,#730810,19/6/22 1:18,69283,KodeKloud Yearly Subscription x1,IN,38.41
730828,#730828,19/6/22 1:33,682810,KodeKloud Professional Yearly x1,IL,205.2
730843,#730843,19/6/22 1:35,#N/A,KodeKloud Monthly Subscription x1,SK,18.37
730861,#730861,19/6/22 1:48,297882,KodeKloud Monthly Subscription x1,US,17.5
730864,#730864,19/6/22 1:51,421616,KodeKloud Professional Monthly x1,IN,12.81
730879,#730879,19/6/22 2:00,326316,KodeKloud Monthly Subscription x1,PT,18.37
730882,#730882,19/6/22 2:00,288081,KodeKloud Monthly Subscription x1,US,35
730897,#730897,19/6/22 2:09,125462,KodeKloud Monthly Subscription x1,PL,17.5
730918,#730918,19/6/22 2:15,338631,KodeKloud Monthly Subscription x1,IN,12.81
730936,#730936,19/6/22 2:25,333162,KodeKloud Professional Monthly x1,US,35
730942,#730942,19/6/22 2:32,662050,KodeKloud Professional Yearly x1,AZ,205.2
730960,#730960,19/6/22 2:48,670048,KodeKloud Professional Yearly x1,IN,69.13
730966,#730966,19/6/22 2:49,682891,KodeKloud Professional Yearly x1,US,205.2
730972,#730972,19/6/22 2:51,642880,KodeKloud Yearly Subscription x1,IN,49.92
730981,#730981,19/6/22 2:52,#N/A,KodeKloud Yearly Subscription x1,GB,139.37
730990,#730990,19/6/22 2:59,572228,KodeKloud Monthly Subscription x1,DE,29.39
730999,#730999,19/6/22 3:04,6929,KodeKloud Professional Yearly x1,IN,69.13
731017,#731017,19/6/22 3:17,631301,KodeKloud Professional Monthly x1,IN,19.22
731020,#731020,19/6/22 3:20,429116,KodeKloud Monthly Subscription x1,GB,42.79
731023,#731023,19/6/22 3:34,288192,KodeKloud Monthly Subscription x1,CA,37.61
731026,#731026,19/6/22 3:42,608926,KodeKloud Yearly Subscription x1,US,148.2
731041,#731041,19/6/22 4:00,187773,KodeKloud Professional Yearly x1,IN,34.56
731050,#731050,19/6/22 4:16,366185,KodeKloud Monthly Subscription x1,US,35
731074,#731074,19/6/22 4:51,118751,KodeKloud Professional Monthly x1,,35
731083,#731083,19/6/22 5:03,572363,KodeKloud Monthly Subscription x1,US,35
731095,#731095,19/6/22 5:21,241191,KodeKloud Monthly Subscription x1,US,17.5
731098,#731098,19/6/22 5:28,#N/A,KodeKloud Monthly Subscription x1,GT,35
731104,#731104,19/6/22 5:42,232029,KodeKloud Monthly Subscription x1,DE,18.37
731113,#731113,19/6/22 6:14,428741,KodeKloud Monthly Subscription x1,GB,42.79
731119,#731119,19/6/22 6:29,171606,KodeKloud Professional Yearly x1,AU,142.22
731140,#731140,19/6/22 7:19,77626,KodeKloud Monthly Subscription x1,CA,37.61
731149,#731149,19/6/22 7:21,388109,KodeKloud Monthly Subscription x1,MX,35
731152,#731152,19/6/22 7:29,429347,KodeKloud Monthly Subscription x1,US,35
731167,#731167,19/6/22 7:55,514431,KodeKloud Monthly Subscription x1,US,28
731179,#731179,19/6/22 8:11,576092,KodeKloud Professional Yearly x1,US,205.2
731191,#731191,19/6/22 8:20,7720,KodeKloud Yearly Subscription x1,US,148.2
731215,#731215,19/6/22 9:30,379433,KodeKloud Monthly Subscription x1,AU,27.03
731227,#731227,19/6/22 9:34,405593,KodeKloud Professional Yearly x1,IN,21.21
731233,#731233,19/6/22 9:41,141594,KodeKloud Professional Monthly x1,US,35
731239,#731239,19/6/22 9:57,7703,KodeKloud Monthly Subscription x1,JP,35
731248,#731248,19/6/22 10:09,238803,KodeKloud Professional Monthly x1,ES,36.74
731254,#731254,19/6/22 10:21,76843,KodeKloud Monthly Subscription x1,NZ,22.11
731266,#731266,19/6/22 10:37,109643,KodeKloud Monthly Subscription x1,IN,12.81
731275,#731275,19/6/22 10:48,262284,KodeKloud Professional Yearly x1,IL,205.2
731284,#731284,19/6/22 10:51,186888,KodeKloud Monthly Subscription x1,US,17.5
731293,#731293,19/6/22 11:03,174879,KodeKloud Yearly Subscription x1,IN,49.92
731299,#731299,19/6/22 11:16,186927,KodeKloud Monthly Subscription x1,US,17.5
731314,#731314,19/6/22 11:43,61717,KodeKloud Yearly Subscription x1,US,114
731317,#731317,19/6/22 11:44,683143,KodeKloud Professional Monthly x1,AU,40.55
731329,#731329,19/6/22 11:54,683146,KodeKloud Professional Monthly x1,US,52.5
731344,#731344,19/6/22 12:11,65281,KodeKloud Professional Monthly x1,IN,19.22
731359,#731359,19/6/22 12:15,683164,KodeKloud Professional Yearly x1,IN,69.13
731371,#731371,19/6/22 12:23,429119,KodeKloud Monthly Subscription x1,IN,10.25
731374,#731374,19/6/22 12:26,259929,KodeKloud Professional Yearly x1,IN,69.13
731380,#731380,19/6/22 12:33,109247,KodeKloud Professional Yearly x1,CA,207.26
731386,#731386,19/6/22 12:41,124127,KodeKloud Yearly Subscription x1,IN,49.92
731401,#731401,19/6/22 13:06,335634,KodeKloud Monthly Subscription x1,IN,6.41
731404,#731404,19/6/22 13:08,57934,KodeKloud Monthly Subscription x1,AE,28
731410,#731410,19/6/22 13:09,521109,KodeKloud Professional Monthly x1,US,52.5
731416,#731416,19/6/22 13:17,609775,KodeKloud Professional Yearly x1,SG,205.2
731440,#731440,19/6/22 13:50,683182,KodeKloud Professional Yearly x1,IN,69.13
731446,#731446,19/6/22 13:57,14711,KodeKloud Yearly Subscription x1,SA,113.98
731452,#731452,19/6/22 13:59,680413,KodeKloud Professional Yearly x1,IN,47.97
731458,#731458,19/6/22 13:59,71035,KodeKloud Professional Monthly x1,IN,19.22
731467,#731467,19/6/22 14:02,651628,KodeKloud Professional Yearly x1,IN,69.13
731482,#731482,19/6/22 14:15,593516,KodeKloud Professional Monthly x1,US,52.5
731491,#731491,19/6/22 14:23,520701,KodeKloud Monthly Subscription x1,IN,10.25
731521,#731521,19/6/22 14:58,335142,KodeKloud Monthly Subscription x1,AU,13.52
731551,#731551,19/6/22 15:38,404675,KodeKloud Professional Monthly x1,IN,12.81
731557,#731557,19/6/22 15:38,632027,KodeKloud Monthly Subscription x1,IN,6.4
731572,#731572,19/6/22 16:04,40678,KodeKloud Yearly Subscription x1,IN,49.92
731581,#731581,19/6/22 16:07,573083,KodeKloud Monthly Subscription x1,NG,12
731605,#731605,19/6/22 16:34,683296,KodeKloud Monthly Subscription x1,IN,12.81
731617,#731617,19/6/22 16:59,138567,KodeKloud Professional Monthly x1,IN,12.81
731644,#731644,19/6/22 17:27,683416,KodeKloud Monthly Subscription x1,IN,12.81
731674,#731674,19/6/22 17:56,573335,KodeKloud Monthly Subscription x1,DE,36.74
731725,#731725,19/6/22 18:20,334086,KodeKloud Monthly Subscription x1,GB,21.39
731728,#731728,19/6/22 18:20,533901,KodeKloud Monthly Subscription x1,IN,12.81
731749,#731749,19/6/22 18:48,154692,KodeKloud Monthly Subscription x1,PK,2.38
731767,#731767,19/6/22 19:07,272835,KodeKloud Monthly Subscription x1,DE,18.37
731779,#731779,19/6/22 19:15,573485,KodeKloud Monthly Subscription x1,IN,12.81
731797,#731797,19/6/22 19:30,683548,KodeKloud Monthly Subscription x1,SA,35
731836,#731836,19/6/22 19:56,508755,KodeKloud Professional Yearly x1,IN,69.13
731842,#731842,19/6/22 20:02,4180,KodeKloud Monthly Subscription x1,SG,17.5
731851,#731851,19/6/22 20:13,632492,KodeKloud Professional Monthly x1,PK,9.53
731854,#731854,19/6/22 20:14,683587,KodeKloud Monthly Subscription x1,DE,36.74
731866,#731866,19/6/22 20:21,430364,KodeKloud Monthly Subscription x1,AT,36.74
731869,#731869,19/6/22 20:26,632348,KodeKloud Monthly Subscription x1,IN,6.4
731884,#731884,19/6/22 20:42,585440,KodeKloud Monthly Subscription x1,IN,6.4
731887,#731887,19/6/22 20:45,587072,KodeKloud Yearly Subscription x1,CO,148.2
731893,#731893,19/6/22 20:46,#N/A,KodeKloud Professional Yearly x1,SG,205.2
731899,#731899,19/6/22 20:46,683602,KodeKloud Professional Yearly x1,IN,69.13
731908,#731908,19/6/22 20:54,479388,KodeKloud Monthly Subscription x1,BG,17.5
731920,#731920,19/6/22 20:58,683647,KodeKloud Professional Yearly x1,IN,69.13
731926,#731926,19/6/22 21:00,187113,KodeKloud Monthly Subscription x1,CN,11.09
731929,#731929,19/6/22 21:01,363593,KodeKloud Yearly Subscription x1,IN,49.92
731935,#731935,19/6/22 21:02,5231,KodeKloud Yearly Subscription x1,PK,28.55
731953,#731953,19/6/22 21:06,221673,KodeKloud Monthly Subscription x1,US,17.5
731956,#731956,19/6/22 21:07,159417,KodeKloud Monthly Subscription x1,US,17.5
731965,#731965,19/6/22 21:10,446594,KodeKloud Professional Yearly x1,SE,205.2
731971,#731971,19/6/22 21:10,649123,KodeKloud Monthly Subscription x1,TH,35
731980,#731980,19/6/22 21:17,137937,KodeKloud Monthly Subscription x1,MA,17.5
731983,#731983,19/6/22 21:20,681601,KodeKloud Professional Yearly x1,IN,69.13
731995,#731995,19/6/22 21:37,632666,KodeKloud Monthly Subscription x1,DE,18.37
731998,#731998,19/6/22 21:38,335901,KodeKloud Professional Yearly x1,US,205.2
732016,#732016,19/6/22 21:51,632705,KodeKloud Monthly Subscription x1,DE,18.37
732019,#732019,19/6/22 21:52,683656,KodeKloud Professional Yearly x1,NG,102.6
732028,#732028,19/6/22 22:00,379574,KodeKloud Monthly Subscription x1,IN,6.4
732097,#732097,19/6/22 22:53,661189,KodeKloud Professional Yearly x1,IN,69.13
732109,#732109,19/6/22 22:59,594804,KodeKloud Professional Yearly x1,,228
732115,#732115,19/6/22 22:59,573872,KodeKloud Professional Monthly x1,US,52.5
732118,#732118,19/6/22 23:00,158502,KodeKloud Professional Yearly x1,IN,69.13
732136,#732136,19/6/22 23:32,21430,KodeKloud Monthly Subscription x1,HK,17.5
732148,#732148,19/6/22 23:44,573365,KodeKloud Professional Yearly x1,IL,205.2
732157,#732157,19/6/22 23:46,121637,KodeKloud Monthly Subscription x1,US,17.5
732172,#732172,19/6/22 23:54,683848,KodeKloud Monthly Subscription x1,UA,35
732181,#732181,20/6/22 0:05,449663,KodeKloud Professional Yearly x1,IN,69.13
732187,#732187,20/6/22 0:05,42712,KodeKloud Professional Yearly x1,IN,69.13
732199,#732199,20/6/22 0:07,683866,KodeKloud Professional Yearly x1,IN,69.13
732211,#732211,20/6/22 0:12,289530,KodeKloud Monthly Subscription x1,BE,36.74
732220,#732220,20/6/22 0:17,412694,KodeKloud Monthly Subscription x1,PK,9.54
732235,#732235,20/6/22 0:23,334641,KodeKloud Professional Monthly x1,US,35
732241,#732241,20/6/22 0:26,521658,KodeKloud Professional Monthly x1,US,35
732250,#732250,20/6/22 0:36,22589,KodeKloud Professional Yearly x1,CL,9
732259,#732259,20/6/22 0:46,297732,KodeKloud Monthly Subscription x1,IN,6.41
732268,#732268,20/6/22 0:53,110810,KodeKloud Professional Yearly x1,IN,34.56
732289,#732289,20/6/22 1:13,286011,KodeKloud Monthly Subscription x1,SA,17.5
732298,#732298,20/6/22 1:16,62248,KodeKloud Yearly Subscription x1,IN,46.08
732316,#732316,20/6/22 1:41,134883,KodeKloud Monthly Subscription x1,AE,17.5
732340,#732340,20/6/22 2:06,558740,KodeKloud Monthly Subscription x1,US,35
732352,#732352,20/6/22 2:27,684013,KodeKloud Yearly Subscription x1,US,148.2
732358,#732358,20/6/22 2:28,431090,KodeKloud Monthly Subscription x1,CH,35
732382,#732382,20/6/22 3:05,683518,KodeKloud Professional Yearly x1,PR,205.2
732388,#732388,20/6/22 3:08,122159,KodeKloud Monthly Subscription x1,ZA,17.5
732394,#732394,20/6/22 3:15,684031,KodeKloud Professional Yearly x1,PK,51.41
732400,#732400,20/6/22 3:15,78343,KodeKloud Professional Monthly x1,US,35
732403,#732403,20/6/22 3:16,681706,KodeKloud Professional Yearly x1,BD,57.86
732421,#732421,20/6/22 3:38,430994,KodeKloud Monthly Subscription x1,US,35
732433,#732433,20/6/22 3:43,630614,KodeKloud Monthly Subscription x1,IN,10.25
732451,#732451,20/6/22 3:55,461249,KodeKloud Professional Monthly x1,US,35
732457,#732457,20/6/22 4:04,334929,KodeKloud Monthly Subscription x1,GB,21.39
732469,#732469,20/6/22 4:29,460670,KodeKloud Professional Monthly x1,ES,36.7
732472,#732472,20/6/22 4:31,104468,KodeKloud Professional Monthly x1,GR,36.7
