Customer ID,First Paid Order Date,First Order Date,Total Spent
797009,4/8/22 1:08,4/8/22 1:08,105
796937,1/9/22 17:33,1/9/22 17:33,78.74
796889,3/8/22 0:01,3/8/22 0:01,90.02
796829,10/8/22 0:59,10/8/22 0:59,52.5
796823,21/9/22 22:21,21/9/22 22:21,79.57
796790,2/8/22 22:59,2/8/22 22:59,89.97
796634,20/8/22 20:21,20/8/22 20:21,205.2
796577,2/8/22 21:40,2/8/22 21:40,54
796550,2/8/22 21:08,2/8/22 21:08,90
796391,3/8/22 13:42,3/8/22 13:42,53.84
796295,2/8/22 19:29,2/8/22 19:29,53.91
796256,3/8/22 17:33,3/8/22 17:33,53.7
796070,2/8/22 17:49,2/8/22 17:49,89.84
796067,3/8/22 18:41,3/8/22 18:41,158.08
796061,2/8/22 17:55,2/8/22 17:55,169.53
796055,2/8/22 17:56,2/8/22 17:56,57.41
796022,19/8/22 21:39,19/8/22 21:39,105
795527,2/8/22 16:59,2/8/22 16:59,136.8
795278,2/8/22 16:10,2/8/22 16:10,228
795191,2/8/22 15:28,2/8/22 15:28,171
795164,11/8/22 2:06,11/8/22 2:06,89.38
795122,4/8/22 14:39,4/8/22 14:39,53.35
795083,2/8/22 15:50,2/8/22 15:50,15
795077,12/8/22 13:56,12/8/22 13:56,88.7
795044,2/8/22 14:47,2/8/22 14:47,22.48
795041,2/8/22 14:47,2/8/22 14:47,53.89
795023,2/9/22 3:48,2/9/22 3:48,79.82
794999,2/8/22 14:21,2/8/22 14:21,89.89
794978,2/8/22 14:38,2/8/22 14:38,44.2
794870,12/10/22 19:28,12/10/22 19:28,28.97
794846,2/8/22 13:27,2/8/22 13:27,53.88
794843,2/8/22 13:47,2/8/22 13:47,53.29
794807,14/8/22 13:31,14/8/22 13:31,88.74
794795,3/8/22 2:54,3/8/22 2:54,228
794726,29/8/22 15:53,2/8/22 12:12,79.4
794705,20/9/22 14:51,20/9/22 14:51,79.84
794639,23/8/22 15:12,23/8/22 15:12,88.19
794546,26/9/22 22:30,26/9/22 22:30,52.5
794537,2/8/22 9:06,2/8/22 9:06,228
794483,2/8/22 8:00,2/8/22 8:00,185.16
794372,4/8/22 2:08,4/8/22 2:08,228
794240,6/8/22 2:26,6/8/22 2:26,228
794198,2/8/22 2:44,2/8/22 2:44,50.19
794135,2/8/22 2:12,2/8/22 2:12,167.01
794027,3/8/22 22:58,3/8/22 22:58,122.35
794018,2/8/22 1:28,2/8/22 1:28,53.7
794012,2/8/22 1:03,2/8/22 1:03,228
793958,2/8/22 12:05,2/8/22 12:05,89.51
793844,2/8/22 3:35,2/8/22 3:35,89.48
793838,1/8/22 23:31,1/8/22 23:31,89.53
793817,8/8/22 10:55,1/8/22 23:15,35
793814,1/8/22 23:28,1/8/22 23:28,228
793763,3/8/22 18:02,3/8/22 18:02,89.35
793691,19/8/22 11:12,19/8/22 11:12,14.78
793682,4/8/22 22:39,4/8/22 22:39,136.8
793625,1/8/22 21:58,1/8/22 21:58,271.32
793613,1/8/22 22:03,1/8/22 22:03,53.66
793433,21/9/22 22:08,1/8/22 20:54,205.2
793403,1/8/22 20:46,1/8/22 20:46,87.52
793385,1/8/22 20:44,1/8/22 20:44,335.37
793364,24/9/22 9:11,1/8/22 20:33,119.16
792818,3/8/22 0:03,3/8/22 0:03,105
792539,22/9/22 19:26,22/9/22 19:26,242.69
791711,1/8/22 19:44,1/8/22 19:44,278.16
791684,3/8/22 19:50,3/8/22 19:50,280.44
791636,1/8/22 22:50,1/8/22 22:50,89.43
791525,2/8/22 18:49,2/8/22 18:49,53.86
790634,1/8/22 17:10,1/8/22 17:10,35
789857,31/8/22 14:25,31/8/22 14:25,79.94
789842,22/8/22 18:22,22/8/22 18:22,79.65
789818,1/8/22 16:17,1/8/22 16:17,89.49
789728,24/9/22 13:04,24/9/22 13:04,69.57
789629,31/8/22 17:56,31/8/22 17:56,79.94
789581,1/8/22 14:10,1/8/22 14:10,58
789566,1/8/22 15:17,1/8/22 15:17,89.27
789527,1/8/22 13:54,1/8/22 13:54,80.3
789497,1/8/22 13:52,1/8/22 13:52,14.89
789458,6/9/22 3:15,6/9/22 3:15,27.31
789392,1/8/22 12:59,1/8/22 12:59,80.3
789335,1/8/22 12:36,1/8/22 12:36,70
789092,2/8/22 8:36,2/8/22 8:36,160.15
788753,1/8/22 17:35,1/8/22 17:35,53.65
788678,1/8/22 9:31,1/8/22 9:31,140
788666,1/8/22 15:53,1/8/22 15:53,44.13
788609,20/8/22 23:20,20/8/22 23:20,205.2
788606,1/8/22 8:37,1/8/22 8:37,35
788588,1/8/22 8:16,1/8/22 8:16,205.2
788576,1/8/22 8:06,1/8/22 8:06,143.04
788561,1/8/22 7:46,1/8/22 7:46,205.2
788372,1/8/22 6:54,1/8/22 6:54,35
788195,1/8/22 6:51,1/8/22 6:51,35
785816,1/8/22 6:02,1/8/22 6:02,35
785690,1/8/22 6:00,1/8/22 6:00,35
785681,1/8/22 6:00,1/8/22 6:00,35
785666,1/8/22 6:00,1/8/22 6:00,35
785402,1/8/22 5:54,1/8/22 5:54,35
785399,1/8/22 5:54,1/8/22 5:54,35
785345,1/8/22 5:53,1/8/22 5:53,35
785207,1/8/22 5:51,1/8/22 5:51,35
785204,1/8/22 5:51,1/8/22 5:51,35
784484,1/8/22 5:37,1/8/22 5:37,35
784478,1/8/22 5:37,1/8/22 5:37,35
784472,1/8/22 5:36,1/8/22 5:36,35
784475,1/8/22 5:36,1/8/22 5:36,35
784412,1/8/22 5:29,1/8/22 5:29,194.97
784394,1/8/22 4:49,1/8/22 4:49,147.01
784322,1/8/22 3:03,1/8/22 3:03,208.44
784316,4/8/22 2:35,4/8/22 2:35,89.81
784172,1/8/22 1:31,1/8/22 1:31,80.3
784163,1/8/22 0:53,1/8/22 0:53,148.2
784127,17/8/22 18:15,1/8/22 0:37,276.24
783053,30/8/22 22:28,30/8/22 22:28,79.9
783038,23/9/22 14:09,2/8/22 11:04,69.89
782087,13/8/22 22:47,13/8/22 22:47,136.8
782081,1/8/22 12:42,1/8/22 12:42,80.38
782024,31/7/22 22:06,31/7/22 22:06,80.3
781961,31/7/22 22:07,31/7/22 22:07,205.2
781757,31/7/22 21:55,31/7/22 21:55,35
781625,31/7/22 21:53,31/7/22 21:53,35
781598,31/7/22 21:52,31/7/22 21:52,35
781400,31/7/22 21:27,31/7/22 21:27,35
781379,31/7/22 21:26,31/7/22 21:26,35
781370,31/7/22 21:26,31/7/22 21:26,35
781367,31/7/22 21:26,31/7/22 21:26,35
781364,1/8/22 0:10,1/8/22 0:10,80.3
781358,31/7/22 21:26,31/7/22 21:26,35
781355,31/7/22 21:26,31/7/22 21:26,35
781346,31/7/22 21:26,31/7/22 21:26,35
781337,31/7/22 21:26,31/7/22 21:26,35
781310,31/7/22 21:25,31/7/22 21:25,35
781304,31/7/22 21:25,31/7/22 21:25,35
781298,31/7/22 21:25,31/7/22 21:25,35
781295,31/7/22 21:25,31/7/22 21:25,35
781292,31/7/22 21:25,31/7/22 21:25,35
781289,31/7/22 21:25,31/7/22 21:25,35
781286,31/7/22 21:25,31/7/22 21:25,35
781283,31/7/22 21:25,31/7/22 21:25,35
781280,31/7/22 21:25,31/7/22 21:25,35
781277,31/7/22 21:25,31/7/22 21:25,35
781271,31/7/22 21:25,31/7/22 21:25,35
781268,31/7/22 21:25,31/7/22 21:25,35
781265,31/7/22 21:25,31/7/22 21:25,35
781262,31/7/22 21:24,31/7/22 21:24,35
781259,31/7/22 21:24,31/7/22 21:24,35
781256,31/7/22 21:24,31/7/22 21:24,35
781253,31/7/22 21:24,31/7/22 21:24,35
781250,31/7/22 21:24,31/7/22 21:24,35
781247,31/7/22 21:24,31/7/22 21:24,35
781238,31/7/22 21:24,31/7/22 21:24,35
781232,31/7/22 21:24,31/7/22 21:24,35
781229,31/7/22 21:24,31/7/22 21:24,35
781226,31/7/22 21:24,31/7/22 21:24,35
781220,31/7/22 21:24,31/7/22 21:24,35
781214,31/7/22 21:24,31/7/22 21:24,35
781211,31/7/22 21:24,31/7/22 21:24,35
781202,31/7/22 21:23,31/7/22 21:23,35
781193,31/7/22 21:23,31/7/22 21:23,35
781190,31/7/22 21:23,31/7/22 21:23,35
781184,31/7/22 21:23,31/7/22 21:23,35
781142,31/7/22 21:22,31/7/22 21:22,35
780806,31/7/22 21:20,31/7/22 21:20,57.99
780719,31/7/22 20:21,31/7/22 20:21,52.5
780638,1/9/22 1:55,1/9/22 1:55,80
780617,7/8/22 21:39,7/8/22 21:39,136.8
780599,31/7/22 19:14,31/7/22 19:14,140
780563,18/9/22 10:15,31/7/22 18:22,263
780500,2/9/22 19:18,2/9/22 19:18,205.2
780461,24/9/22 9:07,31/7/22 17:08,119.16
780389,31/7/22 16:32,31/7/22 16:32,80.3
780278,31/7/22 15:01,31/7/22 15:01,148.2
780209,31/7/22 14:06,31/7/22 14:06,57.99
777686,31/7/22 12:24,31/7/22 12:24,70
776660,31/7/22 21:41,31/7/22 21:41,80.3
776465,31/7/22 11:27,31/7/22 11:27,14.89
776450,31/7/22 11:16,31/7/22 11:16,205.2
776441,31/7/22 11:15,31/7/22 11:15,35
776435,31/7/22 11:07,31/7/22 11:07,1055.08
776378,17/8/22 15:56,17/8/22 15:56,88.97
772766,31/7/22 6:57,31/7/22 6:57,1846.8
772262,31/7/22 6:49,31/7/22 6:49,1026
772232,31/7/22 7:00,31/7/22 7:00,70
772220,31/7/22 7:12,31/7/22 7:12,57.99
772214,31/7/22 6:12,31/7/22 6:12,205.2
772205,31/7/22 5:49,31/7/22 5:49,253.91
772196,31/7/22 5:37,31/7/22 5:37,208.44
772193,31/7/22 5:47,31/7/22 5:47,256.5
772181,31/7/22 5:18,31/7/22 5:18,80.3
772178,2/8/22 17:08,2/8/22 17:08,114
772172,31/7/22 5:20,31/7/22 5:20,151.55
772157,12/10/22 0:29,12/10/22 0:29,24
772094,1/8/22 1:10,1/8/22 1:10,57.01
772070,31/7/22 2:44,31/7/22 2:44,208.44
772067,8/9/22 15:39,8/9/22 15:39,177.25
772043,31/7/22 2:27,31/7/22 2:27,80.3
772007,31/7/22 1:54,31/7/22 1:54,186.41
771998,31/7/22 1:54,31/7/22 1:54,80.3
771983,25/9/22 17:25,25/9/22 17:25,69.58
771974,31/7/22 1:34,31/7/22 1:34,80.3
771962,31/7/22 1:35,31/7/22 1:35,80.3
771956,31/7/22 1:29,31/7/22 1:29,28
771935,2/8/22 13:48,2/8/22 13:48,89.81
771923,28/10/22 23:08,28/10/22 23:08,77.24
771899,31/7/22 0:51,31/7/22 0:51,80.3
771875,31/7/22 0:33,31/7/22 0:33,80.3
771836,31/7/22 23:06,31/7/22 23:06,80.3
771827,30/7/22 23:58,30/7/22 23:58,211.02
771815,30/7/22 23:59,30/7/22 23:59,80.3
771797,30/7/22 23:45,30/7/22 23:45,80.3
771794,30/7/22 23:49,30/7/22 23:49,80.3
771356,30/7/22 22:01,30/7/22 22:01,211.02
770336,3/8/22 15:50,3/8/22 15:50,53.75
770315,30/7/22 20:23,30/7/22 20:23,80.3
770309,30/7/22 20:19,30/7/22 20:19,102.6
770279,30/7/22 20:03,30/7/22 20:03,143.48
770222,31/8/22 19:57,31/8/22 19:57,79.99
770213,30/7/22 18:52,30/7/22 18:52,80.3
770177,30/7/22 18:52,30/7/22 18:52,80.3
770168,26/9/22 22:28,30/7/22 18:21,83.38
770150,1/8/22 2:40,1/8/22 2:40,205.2
770102,30/7/22 17:32,30/7/22 17:32,80.3
769634,30/7/22 16:54,30/7/22 16:54,35
768959,30/7/22 16:53,30/7/22 16:53,205.2
768956,30/7/22 16:38,30/7/22 16:38,35
768629,31/7/22 2:29,31/7/22 2:29,205.2
768440,30/7/22 16:29,30/7/22 16:29,35
767567,30/7/22 16:15,30/7/22 16:15,35
766688,30/7/22 16:00,30/7/22 16:00,35
765173,30/7/22 15:09,30/7/22 15:09,35
764009,30/7/22 14:48,30/7/22 14:48,35
763697,30/7/22 15:32,30/7/22 15:32,143.48
763346,30/7/22 14:28,30/7/22 14:28,35
763331,30/7/22 14:27,30/7/22 14:27,35
763334,30/7/22 14:27,30/7/22 14:27,35
763328,30/7/22 14:27,30/7/22 14:27,35
763322,12/8/22 15:42,12/8/22 15:42,88.74
762869,30/7/22 14:15,30/7/22 14:15,80.3
762320,30/7/22 14:05,30/7/22 14:05,35
762203,30/7/22 15:41,30/7/22 15:41,80.3
762200,1/11/22 14:12,30/7/22 13:52,119.73
762194,30/7/22 13:51,30/7/22 13:51,80.3
762176,30/7/22 13:42,30/7/22 13:42,105
762149,30/7/22 15:00,30/7/22 15:00,205.2
762134,30/7/22 13:28,30/7/22 13:28,80.3
762122,2/8/22 20:45,2/8/22 20:45,89.91
762089,30/7/22 12:43,30/7/22 12:43,80.3
762026,18/9/22 23:45,18/9/22 23:45,79.8
761981,6/8/22 23:20,6/8/22 23:20,37.75
761960,30/7/22 12:01,30/7/22 12:01,205.2
761951,30/7/22 11:38,30/7/22 11:38,11.91
761930,30/7/22 11:04,30/7/22 11:04,35
761906,30/7/22 10:32,30/7/22 10:32,80.3
761879,30/7/22 14:03,30/7/22 14:03,80.3
761846,31/7/22 5:56,31/7/22 5:56,80.3
761834,5/8/22 11:34,5/8/22 11:34,89.31
761831,5/11/22 6:31,30/7/22 8:21,159.6
761795,30/7/22 7:13,30/7/22 7:13,80.3
761792,30/7/22 7:31,30/7/22 7:31,35
761789,30/7/22 7:04,30/7/22 7:04,102.6
761759,30/7/22 5:54,30/7/22 5:54,32.56
761684,30/7/22 4:31,30/7/22 4:31,253.79
761651,30/7/22 3:48,30/7/22 3:48,205.2
761639,30/7/22 3:39,30/7/22 3:39,105
761621,30/7/22 7:40,30/7/22 7:40,205.2
761618,30/7/22 23:10,30/7/22 23:10,205.2
761594,30/8/22 18:48,30/8/22 18:48,205.2
761579,30/7/22 3:37,30/7/22 3:37,35
761555,30/7/22 2:53,30/7/22 2:53,205.2
761552,30/7/22 2:55,30/7/22 2:55,255.6
761519,20/9/22 14:37,30/7/22 2:22,281.34
761507,30/7/22 2:14,30/7/22 2:14,221.39
761498,28/9/22 20:24,30/7/22 2:12,56.06
761441,3/8/22 20:22,3/8/22 20:22,140
761336,23/9/22 21:33,23/9/22 21:33,136.8
761324,31/7/22 16:08,31/7/22 16:08,43.31
761306,30/7/22 0:38,30/7/22 0:38,205.2
761297,30/7/22 0:35,30/7/22 0:35,44.04
761267,30/7/22 0:11,30/7/22 0:11,205.2
761258,30/7/22 0:09,30/7/22 0:09,148.2
761186,16/11/22 15:02,30/7/22 3:00,86.9
761171,23/8/22 17:45,23/8/22 17:45,88.66
761141,8/10/22 18:27,8/10/22 18:27,70
761111,30/7/22 1:54,30/7/22 1:54,207.69
761102,29/7/22 23:04,29/7/22 23:04,205.2
761006,30/7/22 1:23,30/7/22 1:23,80.12
760721,29/7/22 21:19,29/7/22 21:19,252.69
760670,29/7/22 21:23,29/7/22 21:23,44.43
760559,29/7/22 21:04,29/7/22 21:04,80.18
760538,29/7/22 20:41,29/7/22 20:41,80.22
760529,28/8/22 11:18,28/8/22 11:18,79.53
760526,29/7/22 20:30,29/7/22 20:30,79.27
760517,1/9/22 3:55,1/9/22 3:55,205.2
760511,29/7/22 20:27,29/7/22 20:27,180.05
760475,29/7/22 20:17,29/7/22 20:17,253.49
760418,15/8/22 22:50,15/8/22 22:50,136.8
760355,29/7/22 19:37,29/7/22 19:37,80.24
760310,3/8/22 22:39,29/7/22 19:22,89.28
760307,31/7/22 2:14,31/7/22 2:14,260.52
760298,30/7/22 13:16,30/7/22 13:16,80.3
760292,29/7/22 19:10,29/7/22 19:10,22.3
760259,22/8/22 10:08,22/8/22 10:08,79.57
760121,29/7/22 18:35,29/7/22 18:35,253.33
760028,31/7/22 1:50,31/7/22 1:50,32.56
760010,29/7/22 18:04,29/7/22 18:04,253.33
759995,17/10/22 14:01,17/10/22 14:01,40.96
759989,29/7/22 18:26,29/7/22 18:26,80.21
759962,5/11/22 6:04,2/8/22 17:55,77.6
759923,29/7/22 17:20,29/7/22 17:20,253.78
759911,29/7/22 17:19,29/7/22 17:19,75.52
759887,29/7/22 17:14,29/7/22 17:14,253.78
759869,30/8/22 5:15,30/8/22 5:15,79.49
759755,30/7/22 1:05,30/7/22 1:05,80.12
759710,4/8/22 23:29,4/8/22 23:29,279.4
759650,29/7/22 15:08,29/7/22 15:08,300.02
759473,29/7/22 13:55,29/7/22 13:55,253.49
759446,29/7/22 13:34,29/7/22 13:34,58.35
759368,29/7/22 12:42,29/7/22 12:42,143.79
759323,29/7/22 12:49,29/7/22 12:49,205.2
759302,29/7/22 11:47,29/7/22 11:47,205.2
759299,29/7/22 11:47,29/7/22 11:47,205.2
759263,30/7/22 15:17,30/7/22 15:17,80.3
759257,29/7/22 11:14,29/7/22 11:14,148.2
759248,30/7/22 20:36,29/7/22 11:11,205.2
759236,29/7/22 10:54,29/7/22 10:54,79.95
759209,29/7/22 10:28,29/7/22 10:28,205.2
759197,29/7/22 10:19,29/7/22 10:19,70
759149,3/8/22 8:54,3/8/22 8:54,228
759080,29/7/22 7:31,29/7/22 7:31,205.2
759065,9/11/22 23:01,9/11/22 23:01,35
759032,29/7/22 6:26,29/7/22 6:26,70
759026,3/8/22 4:10,29/7/22 6:24,228
758951,29/7/22 5:03,29/7/22 5:03,205.2
758897,30/7/22 9:59,30/7/22 9:59,205.2
758849,29/7/22 3:06,29/7/22 3:06,205.2
758834,29/7/22 17:49,29/7/22 17:49,251.52
758768,29/7/22 2:12,29/7/22 2:12,148.2
758729,2/8/22 0:23,2/8/22 0:23,29.72
758723,29/7/22 1:55,29/7/22 1:55,205.2
758705,29/7/22 19:04,29/7/22 19:04,80.21
758672,29/7/22 1:30,29/7/22 1:30,79.83
758600,30/7/22 1:50,29/7/22 18:09,80.09
758588,31/7/22 0:35,31/7/22 0:35,80.3
758561,20/8/22 6:07,20/8/22 6:07,105
758546,30/7/22 22:25,30/7/22 22:25,205.2
758540,1/10/22 5:49,1/10/22 5:49,56.26
758399,28/7/22 23:03,28/7/22 23:03,205.2
758330,28/7/22 22:32,28/7/22 22:32,210.17
758207,21/9/22 22:55,21/9/22 22:55,252.4
758156,29/7/22 20:25,29/7/22 20:25,80.22
758099,28/7/22 21:00,28/7/22 21:00,79.86
758096,2/8/22 20:40,2/8/22 20:40,37.96
758078,11/9/22 19:30,11/9/22 19:30,105
758048,2/8/22 14:02,2/8/22 14:02,53.89
758039,28/7/22 20:36,28/7/22 20:36,205.2
758033,29/8/22 13:30,28/7/22 20:29,148.2
757841,29/8/22 15:39,29/8/22 15:39,22.08
757817,28/7/22 18:42,28/7/22 18:42,140
757754,28/7/22 20:38,28/7/22 20:38,252.4
757739,28/7/22 18:29,28/7/22 18:29,398.74
757643,28/7/22 17:52,28/7/22 17:52,253.65
757619,28/7/22 17:38,28/7/22 17:38,79.68
757553,28/7/22 17:18,28/7/22 17:18,253.65
757544,28/7/22 20:38,28/7/22 20:38,205.2
757433,28/7/22 16:29,28/7/22 16:29,79.68
757421,3/8/22 19:29,3/8/22 19:29,228
757403,28/8/22 22:12,28/8/22 22:12,175.74
757349,28/7/22 15:40,28/7/22 15:40,79.74
757331,28/7/22 15:29,28/7/22 15:29,14.78
757301,28/7/22 15:13,28/7/22 15:13,79.74
757265,28/7/22 15:03,28/7/22 15:03,161.48
757193,24/8/22 19:00,24/8/22 19:00,27.66
757184,15/8/22 20:35,15/8/22 20:35,88.87
757154,28/7/22 14:49,28/7/22 14:49,205.2
757010,28/7/22 13:50,28/7/22 13:50,70
756896,28/7/22 13:09,28/7/22 13:09,79.69
756830,28/7/22 12:09,28/7/22 12:09,79.92
756815,28/7/22 12:41,28/7/22 12:41,148.2
756749,28/7/22 19:15,28/7/22 19:15,148.2
756725,1/8/22 5:53,1/8/22 5:53,87.5
756686,28/7/22 10:02,28/7/22 10:02,205.2
756653,28/7/22 10:07,28/7/22 10:07,118.08
756638,12/8/22 18:44,12/8/22 18:44,88.72
756608,28/7/22 8:15,28/7/22 8:15,143.51
756530,1/9/22 9:18,28/7/22 6:05,205.2
756455,2/8/22 20:34,2/8/22 20:34,37.96
756422,28/7/22 4:13,28/7/22 4:13,205.2
756404,28/7/22 4:08,28/7/22 4:08,45.68
756383,28/7/22 4:11,28/7/22 4:11,148.2
756374,31/7/22 4:03,31/7/22 4:03,80.3
756371,26/9/22 16:52,28/7/22 3:53,28.82
756368,28/7/22 3:51,28/7/22 3:51,140
756287,28/7/22 15:21,28/7/22 15:21,79.74
756260,28/7/22 2:39,28/7/22 2:39,79.56
756185,30/7/22 3:55,30/7/22 3:55,80.09
756164,28/7/22 1:41,28/7/22 1:41,79.54
756098,29/8/22 20:38,29/8/22 20:38,48.49
756077,1/8/22 17:20,1/8/22 17:20,228
756065,28/7/22 0:53,28/7/22 0:53,79.54
756056,29/7/22 12:34,29/7/22 12:34,159.87
756044,29/9/22 4:46,29/9/22 4:46,148.2
756005,28/7/22 0:30,28/7/22 0:30,205.2
755954,28/7/22 0:10,28/7/22 0:10,205.2
755906,30/7/22 9:46,30/7/22 9:46,80.3
755843,27/7/22 23:14,27/7/22 23:14,209.79
755795,27/7/22 22:51,27/7/22 22:51,79.57
755786,23/9/22 16:24,23/9/22 16:24,69.83
755768,1/8/22 15:58,1/8/22 15:58,123.16
755633,27/7/22 21:32,27/7/22 21:32,295.34
755588,27/7/22 21:24,27/7/22 21:24,79.59
755489,1/10/22 16:41,1/10/22 16:41,14.44
755345,28/7/22 10:34,28/7/22 10:34,79.75
755300,24/8/22 15:43,24/8/22 15:43,79.69
755279,27/7/22 19:17,27/7/22 19:17,125.89
755273,30/8/22 14:32,27/7/22 21:25,79.74
755246,30/7/22 13:31,30/7/22 13:31,80.3
755171,27/7/22 18:44,27/7/22 18:44,205.2
755066,5/8/22 1:14,5/8/22 1:14,53.43
755027,27/7/22 17:50,27/7/22 17:50,205.2
754988,27/7/22 17:29,27/7/22 17:29,247.65
754967,4/8/22 2:31,4/8/22 2:31,166.82
754955,27/7/22 17:16,27/7/22 17:16,57.48
754928,27/7/22 17:09,27/7/22 17:09,79.59
754919,3/11/22 18:00,3/11/22 18:00,35
754892,29/7/22 12:26,29/7/22 12:26,143.79
754706,27/7/22 22:18,27/7/22 22:18,79.57
754505,27/7/22 18:38,27/7/22 18:38,79.61
754472,27/7/22 14:21,27/7/22 14:21,205.2
754448,21/8/22 14:54,21/8/22 14:54,79.57
754415,27/7/22 13:58,27/7/22 13:58,79.63
754397,24/8/22 14:01,24/8/22 14:01,205.2
754394,27/7/22 13:45,27/7/22 13:45,79.63
754313,27/7/22 13:13,27/7/22 13:13,79.63
754256,27/7/22 12:04,27/7/22 12:04,57.54
754211,15/11/22 19:22,27/7/22 11:48,87.27
754193,30/7/22 22:21,30/7/22 22:21,143.48
754166,27/7/22 11:03,27/7/22 11:03,94.94
754091,5/9/22 22:36,5/9/22 22:36,141.63
754082,27/7/22 9:45,27/7/22 9:45,70
754013,29/7/22 5:50,29/7/22 5:50,140
754007,27/7/22 22:14,27/7/22 22:14,148.2
753998,27/7/22 7:30,27/7/22 7:30,210
753974,27/7/22 6:37,27/7/22 6:37,79.65
753947,6/8/22 3:42,27/7/22 6:01,228
753929,12/9/22 4:32,12/9/22 4:32,177.41
753920,27/7/22 5:19,27/7/22 5:19,205.2
753872,10/8/22 15:19,10/8/22 15:19,1140
753869,27/7/22 4:47,27/7/22 4:47,79.64
753854,27/7/22 4:27,27/7/22 4:27,205.2
753851,9/8/22 20:41,4/8/22 20:48,70
753722,27/7/22 3:11,27/7/22 3:11,205.2
753707,30/7/22 19:27,30/7/22 19:27,251.81
753521,27/7/22 1:29,27/7/22 1:29,205.2
753497,16/8/22 4:17,16/8/22 4:17,136.8
753440,1/8/22 17:59,1/8/22 17:59,280.82
753416,27/7/22 1:23,27/7/22 1:23,99
753371,14/11/22 23:05,14/11/22 23:05,9.01
753299,6/10/22 22:46,6/10/22 22:46,148.2
753197,26/7/22 22:43,26/7/22 22:43,210
753179,22/9/22 14:52,22/9/22 14:52,78.85
753146,26/7/22 22:02,26/7/22 22:02,46.29
753104,26/7/22 22:28,26/7/22 22:28,35
753080,28/9/22 1:36,28/9/22 1:36,141.7
753062,28/7/22 2:45,28/7/22 2:45,79.56
753056,26/7/22 21:34,26/7/22 21:34,65.99
753014,18/8/22 17:27,18/8/22 17:27,43.91
752981,26/7/22 20:51,26/7/22 20:51,79.68
752924,26/7/22 20:56,26/7/22 20:56,57.55
752741,26/9/22 13:01,26/7/22 19:02,69.33
752651,27/7/22 13:38,27/7/22 13:38,35.25
752636,28/7/22 18:36,26/7/22 18:05,152.15
752603,26/7/22 18:28,26/7/22 18:28,148.2
752534,26/7/22 19:59,26/7/22 19:59,52.5
752525,26/7/22 17:33,26/7/22 17:33,57.6
752513,26/7/22 17:23,26/7/22 17:23,295.03
752510,3/9/22 4:22,1/9/22 18:29,70
752501,26/7/22 17:18,26/7/22 17:18,253.45
752492,26/7/22 17:23,26/7/22 17:23,79.76
752489,27/7/22 15:41,27/7/22 15:41,252.4
752477,26/7/22 17:07,26/7/22 17:07,295.03
752468,26/7/22 17:05,26/7/22 17:05,79.76
752462,26/7/22 16:59,26/7/22 16:59,23.61
752456,1/8/22 11:52,1/8/22 11:52,57.99
752396,29/7/22 3:11,26/7/22 16:35,335.04
752393,12/8/22 11:37,12/8/22 11:37,88.76
752273,26/7/22 15:47,26/7/22 15:47,79.74
752264,16/8/22 0:36,16/8/22 0:36,53.33
752102,26/7/22 14:31,26/7/22 14:31,79.74
752075,3/8/22 21:47,3/8/22 21:47,136.8
752012,26/7/22 14:01,26/7/22 14:01,79.71
751967,26/7/22 13:48,26/7/22 13:48,65.87
751964,26/7/22 13:36,26/7/22 13:36,43.31
751880,26/7/22 13:06,26/7/22 13:06,57.57
751769,26/7/22 12:16,26/7/22 12:16,79.71
751727,26/7/22 11:58,26/7/22 11:58,63.09
751667,26/7/22 11:44,26/7/22 11:44,205.2
751640,16/11/22 4:29,16/11/22 4:29,228
751628,27/7/22 18:03,27/7/22 18:03,148.2
751556,26/7/22 9:38,26/7/22 9:38,70
751541,26/7/22 9:14,26/7/22 9:14,205.2
751520,26/7/22 9:06,26/7/22 9:06,205.2
751508,26/7/22 8:54,26/7/22 8:54,210.09
751499,28/9/22 19:49,28/9/22 19:49,262.75
751466,25/9/22 7:42,25/9/22 7:42,182.4
751400,26/7/22 7:19,26/7/22 7:19,205.2
751382,26/7/22 6:15,26/7/22 6:15,148.2
751376,27/8/22 4:27,26/7/22 6:13,205.2
751334,4/8/22 2:11,26/7/22 5:40,140
751322,26/7/22 5:15,26/7/22 5:15,205.2
751319,26/8/22 5:15,26/7/22 5:14,205.2
751292,26/7/22 5:27,26/7/22 5:27,205.2
751226,26/7/22 3:51,26/7/22 3:51,48
751223,5/10/22 21:14,5/10/22 21:14,205.2
751175,26/7/22 3:14,26/7/22 3:14,67.86
751160,26/7/22 3:19,26/7/22 3:19,148.2
751139,30/8/22 7:37,30/8/22 7:37,207.53
751040,26/7/22 2:09,26/7/22 2:09,205.2
751010,28/7/22 10:05,28/7/22 10:05,148.2
751004,26/7/22 1:56,26/7/22 1:56,57.56
750974,1/8/22 15:47,1/8/22 15:47,22.34
750926,26/7/22 15:18,26/7/22 15:18,79.71
750866,27/7/22 23:17,27/7/22 23:17,140
750797,26/7/22 0:27,26/7/22 0:27,79.67
750773,26/7/22 0:41,26/7/22 0:41,79.67
750770,30/8/22 0:20,30/8/22 0:20,213.77
750722,26/7/22 0:07,26/7/22 0:07,70
750719,25/7/22 23:57,25/7/22 23:57,205.2
750653,26/7/22 8:58,26/7/22 8:58,205.2
750650,25/7/22 23:56,25/7/22 23:56,205.2
